curve_id,arc_length,curvature_mean,curvature_max,curvature_std,curvature_median,curvature_q95,slope_mean,slope_std,angle_mean,angle_std,angle_range,direction_changes,speed_mean,speed_std,speed_min,speed_max,speed_cv,n_maxima,n_minima,n_inflection,n_extrema,type
37,168.31576550800943,0.04171033857294194,0.3504187362360642,0.05343592193990841,0.028495786843517674,0.1268405824720575,0.4137908992281195,0.7059796029212918,17.24097053630646,29.936173866516363,103.11822725651649,6,0.021042446504939454,0.004786590560329479,0.012633832190539858,0.03137448090949107,0.22747310105818191,3,3,9,6,abierta_compleja
38,90.9458159874195,0.029497814924140966,0.08023142448255491,0.024193172459343444,0.02182284368436626,0.0779911670177892,0.5875707808995717,0.6417303026604935,24.895817243852555,26.95991303006451,87.16691541183319,1,0.011369460124855749,0.002406626136010535,0.007447426739567495,0.013914286749200281,0.21167461863463544,0,1,2,1,abierta_compleja
39,213.39732200805355,0.01752469417185058,0.07596830093973257,0.014901266604695118,0.015475059518416594,0.048971529792420136,0.4844461369428071,0.5012790064772964,22.125251389423948,20.780553942245923,76.46134820729132,2,0.026677324371837265,0.007304239013927841,0.012150709008060864,0.03651002828820884,0.27379953522021067,1,1,7,2,abierta_compleja
40,232.9145617938329,0.0313896202213064,0.11668967778684813,0.029859849811680408,0.019185241240055842,0.09495184884803426,0.3126201380644901,1.0267805400775567,9.66949217026646,39.94445871763371,120.61290426147549,4,0.029118606714038285,0.00882596349533059,0.011888757122553419,0.056747651971359475,0.30310390816451843,2,2,7,4,abierta_compleja
41,282.39335178358397,0.03846264173397418,0.15231794507959315,0.037532719252732494,0.02618357443687251,0.12295249519373985,0.38901572166322423,0.7664313555554452,16.28544500807735,30.77288354310464,115.56073887443641,6,0.035306121642709326,0.00831981360907837,0.02195323363216383,0.06326871633248919,0.23564790529169896,3,3,15,6,abierta_compleja
42,291.46462641301855,0.019927770551519636,0.053519638714616936,0.01466453406327264,0.016501921837300086,0.04776759099790422,0.2890689398789636,0.5022103962379102,13.095874255167681,23.087509299193542,80.03743660371072,6,0.03643773637728105,0.00527157949334744,0.026269418110604712,0.04671201474260502,0.14467362732867986,3,3,9,6,abierta_compleja
43,285.73245924984343,0.02437335994776096,0.09623075001929425,0.024951866911576425,0.014517316484507622,0.08450472637162736,-0.08315945057863068,0.8084072780693633,-1.8165641922051303,33.84856539803627,119.50486383149638,3,0.03572255016552892,0.01025305899341136,0.019431294514039545,0.06890203818409292,0.2870192342344367,2,1,10,3,abierta_compleja
44,159.84012574256957,0.03492156942361832,0.15548729913242543,0.033086606799272875,0.02468611271560833,0.11218445126236037,0.20653021672979174,0.5688012762916812,8.707814973839731,26.558246534034772,88.22700404862172,4,0.01998229413706926,0.004199270140789336,0.010979134266066367,0.02613513716883629,0.210149550996712,2,2,5,4,abierta_compleja
45,347.3591438108704,0.024358934104008505,0.10814387677887695,0.02534026528181798,0.016842773725255736,0.08376492916567464,0.3248384091018318,0.5385901169754743,15.329005914520183,25.55064392333543,93.62216909435847,6,0.04342527985100747,0.010431940013679974,0.02659033255612634,0.06847541418503156,0.24022735258061792,3,3,9,6,abierta_compleja
46,367.44496469571857,0.03786749693171211,0.14920355544790503,0.03457467339948488,0.0233676365183619,0.10454814408481236,0.26362248121798304,0.8369709058815814,9.176865978639258,34.85001418862069,113.22710774231481,8,0.045935971987136996,0.011097889466684743,0.02098929960783231,0.07271065134820294,0.24159474561227043,4,4,11,8,abierta_compleja
47,212.4741257808268,0.029803009353816762,0.1799641386175737,0.036253233645804524,0.018687761687656682,0.11524041820721825,0.06575628567834894,0.46849695322225954,4.033720374454092,23.69322608809945,78.20154250793036,4,0.026561816298072836,0.007052244883634574,0.013502259553332174,0.04161042312736292,0.2655031118540731,2,2,9,4,abierta_compleja
48,145.82471792216995,0.022095000460750434,0.06292470618162298,0.016545948730639123,0.018430611267245944,0.05323561061967054,0.8337010091411381,0.8134279876837947,30.855348446508366,26.9151624337324,80.4194236993286,2,0.018231105307192692,0.0052711013720337044,0.0110702648214683,0.026604920277513502,0.28912681284080477,1,1,3,2,abierta_compleja
49,336.6039725516951,0.02968680107058877,0.11456336714882884,0.025879955483692058,0.023607165147580843,0.08240996421034641,0.2323217815994849,0.7357049934249569,8.461800096416898,31.311216175807566,104.73563930230327,6,0.04208025308094896,0.010726316758946537,0.02376227003636577,0.07388519905382632,0.2549014317549976,3,3,13,6,abierta_compleja
50,192.89133358487123,0.03119559091348924,0.18101177740385763,0.038194913223668976,0.015158950552803101,0.1226281682564359,0.4276820761060518,0.5580110726844543,19.297726607415406,25.145064616722205,88.99898045944198,4,0.02411446182574746,0.005220158784012567,0.015030492614051668,0.03172659577388319,0.2164741980034116,2,2,9,4,abierta_compleja
51,245.9574510767527,0.0435402308722722,0.1811903909537926,0.04220435172843353,0.025223281857768197,0.14197114166735567,0.34588713735694754,1.190619715295048,9.228465369259586,34.94148234388106,134.11508264673432,6,0.030750083122698633,0.009583171119681105,0.017715796349306746,0.06501186550514622,0.3116469988533834,3,3,7,6,abierta_compleja
52,81.0869492829009,0.018004829809850235,0.0436411589143889,0.013773782848569453,0.012776074718568342,0.0426757126450887,0.4566851102623958,0.31982773320070224,22.860509172540944,13.96896223083706,54.00003148645419,1,0.0101371358849056,0.002999538594913311,0.0059290030763597765,0.01434834587854998,0.29589606265214263,1,0,4,1,abierta_compleja
53,208.9141605057149,0.035508128643130354,0.1646004758003895,0.033944563669951175,0.02476712044817489,0.12011655240474707,0.06416660579825936,0.5454776209304314,3.0318136764754677,25.68748628258579,97.8208585130026,7,0.02611851039253694,0.008444950582692545,0.015097403209986829,0.051393211938530525,0.32333201456640465,4,3,8,7,abierta_compleja
54,323.2767216907962,0.03788407489889007,0.268568380890774,0.0461255438964361,0.02213377373321042,0.13215822761300883,0.2683443334066677,0.847901193445039,9.74143158089311,32.13157276627921,122.0345291076095,10,0.04041603322030494,0.011326724852905742,0.020327858392343065,0.06980478386688863,0.2802532547210798,5,5,13,10,abierta_compleja
55,131.91644620320386,0.020332118321964247,0.0441840631744683,0.013116793882013214,0.017524172130453895,0.04340181735523034,0.4842944196798666,0.4290886623387722,23.05577351618888,20.081877535797684,63.035800021892015,2,0.016492060579000854,0.002091769160446781,0.01254793351554069,0.02127735564268109,0.12683491856137166,1,1,5,2,abierta_compleja
56,87.29637198598694,0.0176471486965817,0.07237846991769151,0.021133110512496105,0.009506121887232299,0.06863108193861718,0.4038222610328411,0.4759472592439848,18.78249434944283,22.75162066793694,56.6006576312664,1,0.010913574448816419,0.0027820665043312353,0.006660767792498656,0.0144247821571787,0.25491799385974334,0,1,2,1,abierta_compleja
