curva_id,r2_global,r2_regional,mejora,mejor_metodo
1,0.9996592753751576,0.9989504417345682,-0.0007088336405894902,global
25,0.9999785205031666,0.999649801741394,-0.0003287187617726506,global
100,0.9996878954465284,0.6637509319551077,-0.33593696349142066,global
250,0.9998623732219356,0.0,-0.9998623732219356,global
450,0.99899043450055,0.6664542201030862,-0.33253621439746384,global
